Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
PF3D7_0934700,1686,1151,1360,1272,1241,1304,5377,4792,6261,15684,17128,15225
PF3D7_0400200,2579,2050,2697,1175,968,1292,18393,16029,23320,22937,25374,16911
PF3D7_0404700,94,68,75,132,109,132,32862,31138,30036,26225,32551,31177
PF3D7_1455100,96,59,74,55,47,52,1349,1711,2422,359,444,376
PF3D7_1433900,5,2,2,3,0,4,124,194,224,423,417,388
PF3D7_0509500,4,2,5,1,8,6,133,134,185,296,293,252
PF3D7_1208300,255,273,330,135,131,192,511,486,639,1900,1951,1807
PF3D7_1111700,164,79,135,120,126,97,33,55,53,165,145,146
PF3D7_0905900,318,168,267,306,311,258,1535,1716,1957,2878,3006,2949
PF3D7_0602600,877,536,725,706,871,737,719,1085,1329,2057,2130,1877
PF3D7_API04700,0,0,0,0,0,0,0,0,0,0,0,1
PF3D7_1247100,365,277,326,356,305,403,258,299,323,1044,1039,1085
PF3D7_0612700,10,12,11,6,8,4,13601,17029,21440,6148,7036,6318
PF3D7_1450700,1611,1307,1556,1520,1569,1596,2132,2314,2953,4726,4603,4001
PF3D7_1323000,200,138,145,247,189,248,70,113,111,604,579,545
PF3D7_1134900,8,8,5,24,17,11,121,167,139,527,476,492
PF3D7_0114800,2,2,3,0,1,0,0,0,0,0,0,0
PF3D7_0730700,2,1,1,3,1,0,4,2,6,0,0,0
PF3D7_1239800,75,43,79,47,37,49,1339,1867,1976,2672,2577,2203
PF3D7_1118700,21,20,12,55,56,79,21864,19143,22148,30673,34966,31921
PF3D7_0502500,16,23,27,47,45,32,6,16,21,43,51,95
PF3D7_0513900,6,9,8,3,2,6,134,152,176,420,345,339
malmito_rna_20,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0814400,24,34,49,35,34,44,1351,1564,1862,3417,3600,3182
PF3D7_0829000,291,245,296,264,265,264,1205,1339,1341,2507,2500,2271
PF3D7_1438100,1220,826,882,1373,1249,1469,6451,7077,8020,10505,11527,10841
PF3D7_0515500,0,2,0,0,0,0,27,26,26,131,118,119
PF3D7_1115100,134,108,116,160,120,142,221,203,214,1144,1009,1100
PF3D7_1206400,0,1,1,0,2,0,43,81,55,58,84,110
PF3D7_0731600,1664,1002,1512,704,642,678,4356,5367,5717,2185,2267,2299
PF3D7_0729600,26,13,15,6,12,18,875,755,972,1880,1846,1759
PF3D7_1255100,13,7,16,1,2,3,0,0,0,12,5,11
PF3D7_0701400,57,33,49,38,33,26,16,21,25,6,6,9
PF3D7_1216800,0,0,1,2,0,2,0,0,0,0,0,0
PF3D7_API01300,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1329700,2,2,5,5,5,2,1008,1021,1358,322,383,422
PF3D7_1461400,21,37,24,12,7,12,7727,6263,8436,1562,1881,1528
PF3D7_1114100,1108,813,1015,906,746,908,6687,5894,9980,2892,3084,2801
PF3D7_1304700,14,8,15,3,1,3,123,194,172,327,315,265
PF3D7_0515800,44,26,25,15,18,13,247,246,262,720,736,638
PF3D7_1441800,37,27,32,20,11,23,532,606,681,1548,1479,1387
PF3D7_0620500,787,591,709,621,649,709,1453,1821,1792,1503,1559,1529
PF3D7_1471100,19804,16120,20259,9098,7867,10576,9378,8713,12800,3684,4116,3232
PF3D7_0608310,231,137,209,122,146,114,70,155,133,493,464,493
PF3D7_0315300,14,6,20,7,6,8,367,400,439,1217,1084,1045
PF3D7_0321000,657,472,605,364,407,363,937,1124,1198,2341,2372,2045
PF3D7_1460200,15,15,31,27,20,20,220,300,323,552,571,487
PF3D7_1317500,14,5,15,2,5,2,26,41,42,159,113,103
PF3D7_0608300,84,92,139,25,61,38,201,212,241,778,867,710
PF3D7_1473000,0,0,0,0,2,1,0,1,2,3,3,5
PF3D7_1201900,504,403,447,196,220,214,1147,1039,1136,1038,1017,908
PF3D7_1471700,0,0,1,0,0,1,105,83,99,465,470,402
PF3D7_0712300,825,561,652,2896,2627,2713,78,74,78,1477,1310,1054
PF3D7_0517500,30,20,25,21,28,26,97,138,112,364,292,271
PF3D7_0727300,307,226,275,216,236,240,239,306,350,773,831,680
PF3D7_1313100,5,1,5,1,6,1,25,57,52,248,236,172
PF3D7_1424400,18747,12397,16535,11279,11325,12617,4467,4819,5765,13034,12977,13031
PF3D7_0715200,6,10,7,15,23,21,4911,4535,5687,10697,11370,9666
PF3D7_0403700,2195,1696,2034,2214,2115,2303,2064,1897,2672,4653,4646,3901
PF3D7_1138800,1229,693,916,1006,1150,1079,2126,2612,2778,4731,4934,4144
PF3D7_0620900,1,1,0,0,0,0,0,1,0,4,2,5
PF3D7_0801400,0,0,0,2,2,2,161,166,171,99,119,107
PF3D7_1103100,32805,30692,32169,18529,17504,18471,3207,3013,3830,8895,8540,9058
PF3D7_1328500,1443,1007,1302,1388,1390,1381,4428,5571,5727,3682,3592,3101
PF3D7_0703800,49,30,51,56,44,85,155,139,198,752,759,550
PF3D7_1315300,3,0,0,0,3,2,780,1086,1222,1600,1841,1499
PF3D7_0202000,4,8,7,1,6,12,0,0,1,0,0,1
PF3D7_0410200,0,1,0,1,0,0,0,1,0,0,0,1
PF3D7_1212400,10,5,14,11,3,5,157,168,203,426,403,363
PF3D7_0617500,1,0,0,0,2,0,0,0,0,0,0,0
PF3D7_0708800,14274,9454,12619,11445,11309,13139,6454,7588,10297,19614,20417,17208
PF3D7_0604300,226,142,240,135,140,151,762,779,898,1746,1928,1614
PF3D7_1323400,7434,4821,6555,4587,4950,4407,3736,3969,4805,11098,10804,10868
PF3D7_1121700,974,576,717,505,586,557,941,1382,1258,1624,1410,1297
PF3D7_1326200,34,30,30,23,36,37,30,69,49,89,83,139
PF3D7_1200500,1044,915,1025,480,416,494,1188,1105,1337,1238,1428,1213
PF3D7_1112100,118,79,111,155,197,161,16286,18074,21339,24118,27435,23524
PF3D7_1359900,412,264,355,327,402,400,2835,2888,3553,2885,3076,2535
PF3D7_1437200,636,447,557,447,416,548,14329,13534,16763,28182,31124,27016
PF3D7_1404300,16,3,12,13,10,13,35,41,73,157,154,119
PF3D7_0711700,83671,57310,68424,87359,75920,75159,1692,3748,4147,2364,2456,2068
PF3D7_0714900,0,0,4,0,0,0,0,0,0,0,0,1
PF3D7_1109800,0,0,1,3,0,0,0,0,0,0,0,0
PF3D7_0512200,304,218,256,141,128,116,81,97,127,261,230,203
PF3D7_1419800,237,181,243,110,104,111,563,730,793,1656,1677,1448
PF3D7_0507700,513,321,462,298,299,255,2095,1988,2408,4112,4239,3618
PF3D7_1442800,26,24,26,38,33,46,1,3,1,4,6,11
PF3D7_1364500,168,117,154,160,178,124,257,303,399,1041,969,868
PF3D7_0206800,1169,1498,1239,842,701,855,231199,219838,327028,76084,104550,77389
PF3D7_0722500,1956,1754,1834,1629,1540,1686,1706,1460,1786,2472,2448,2379
PF3D7_1207300,1,0,1,0,0,1,17,17,11,57,36,61
PF3D7_0218600,3751,2818,3630,1733,1537,1900,3222,3053,3457,3602,3449,2925
PF3D7_0705500,2323,1452,1821,3041,3192,3255,25782,26037,31449,42146,45484,39414
PF3D7_1004500,31,22,36,18,17,14,1029,1094,1298,1625,1595,1418
PF3D7_0419500,167,95,130,102,136,110,486,564,629,813,870,719
PF3D7_1465400,1131,772,962,1190,1129,1302,1162,1034,1654,1860,2274,1837
PF3D7_0909400,1118,656,926,948,948,970,1767,2023,2668,3727,3764,3176
PF3D7_0704400,180,114,162,121,145,122,4379,5199,5531,6169,7114,6282
PF3D7_0713800,16,18,15,13,23,10,2736,2864,3119,1219,1487,1397
PF3D7_1128900,13,26,16,63,64,76,12274,11359,13507,26286,28751,25201
PF3D7_1223700,358,253,362,155,160,182,1114,1157,1380,3983,4063,3664
PF3D7_0528000,280,192,239,165,206,161,335,588,783,1169,1197,1113
PF3D7_1008500,173,112,141,266,310,247,3311,3864,4347,10192,11305,10233
PF3D7_1231800,576,369,399,886,946,888,541,577,763,1641,1601,1178
PF3D7_0724200,536,360,420,347,318,328,182,193,212,654,760,597
PF3D7_0708300,348,270,312,365,406,451,179,155,253,931,862,742
PF3D7_1202000,162,102,143,108,129,107,278,224,303,975,926,726
PF3D7_0530200,4,5,6,4,6,4,598,739,946,2037,2164,1761
PF3D7_0808200,149,124,162,105,106,137,34952,33031,45654,2594,2889,1587
PF3D7_1420200,39,13,35,12,25,15,5105,5560,6574,2741,3170,2626
PF3D7_1236700,180,145,179,93,102,78,608,939,821,1003,1096,1071
PF3D7_0923100,21,16,10,12,15,4,11,10,11,80,60,52
PF3D7_0205900,2705,1871,2504,1693,1573,1923,14970,15051,18535,21490,24058,19920
PF3D7_1319400,141,82,126,173,155,217,6904,7541,8591,12936,12952,11219
PF3D7_1435800,7,8,9,1,4,5,108,107,138,562,571,445
PF3D7_0209300,89,71,84,48,50,62,248,336,329,785,763,739
PF3D7_1355700,1197,668,994,928,1053,805,4688,5999,6686,7433,7877,6295
PF3D7_1468200,383,273,344,404,426,436,694,747,1015,892,858,787
PF3D7_0918900,1350,798,1181,865,882,1054,1685,1795,2567,13941,16112,13528
PF3D7_0713600,95,92,116,129,105,109,331,397,557,1212,1179,979
PF3D7_0101000,0,2,2,1,3,1,2,0,1,0,4,1
PF3D7_1200300,90,42,64,71,61,63,0,0,0,0,0,2
PF3D7_0913300,4209,3148,3515,2879,2543,2666,418,469,586,1458,1401,1323
PF3D7_0619600,68,37,66,30,40,54,81,99,112,440,420,344
PF3D7_1371900,91,40,65,23,35,18,39,33,35,6,6,7
PF3D7_0216100,126,73,102,70,54,51,177,178,198,436,402,460
PF3D7_1455000,2,6,4,17,11,6,236,213,243,950,842,776
PF3D7_1147700,4,1,2,4,2,4,1009,1090,1312,3334,3343,2969
PF3D7_1143500,8,1,5,6,2,2,950,1275,1467,1469,1647,1559
PF3D7_0831300,80,47,83,138,167,161,1644,1320,1483,7858,7540,6692
PF3D7_0418900,7,2,6,3,7,5,359,364,482,1820,1772,1597
PF3D7_1227200,584,375,540,415,399,418,959,913,1176,1844,1755,1618
PF3D7_0100700,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0315100,1283,824,1102,1044,1031,1098,1004,1125,1505,2175,2290,2235
PF3D7_1010200,2425,1610,2061,1523,1505,1559,864,1259,1395,2167,2079,1745
PF3D7_1008000,1738,984,1448,1163,1222,1064,5803,6646,8156,9236,9757,7919
PF3D7_1367900,1,0,1,0,0,1,26,31,37,238,184,155
PF3D7_1039400,9,4,5,5,6,6,0,0,0,1,1,3
PF3D7_1138200,20,10,13,26,21,24,144,241,224,222,280,279
PF3D7_1406000,584,507,576,425,401,480,203,183,279,865,822,813
PF3D7_1022000,554,357,498,495,487,518,614,612,727,3344,3530,3118
PF3D7_0923200,1624,1176,1606,1244,1288,1268,332,429,551,1588,1450,1227
PF3D7_0522600,1,1,1,9,1,4,1601,1678,2313,2672,3245,2502
PF3D7_0726200,2319,1595,2064,1409,1377,1614,169,164,199,511,467,365
PF3D7_1213300,0,0,0,0,0,0,18,14,15,199,194,174
PF3D7_1303000,74,29,55,50,50,61,386,446,581,1887,2000,1668
PF3D7_0626840,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1414100,1286,944,1179,1185,1070,1040,916,1219,1358,656,715,640
PF3D7_0817200,131,63,107,128,157,140,1203,1464,1752,2430,2603,2266
PF3D7_0719200,1,1,4,5,2,6,43,55,51,248,205,246
PF3D7_1328900,159,102,168,70,65,100,342,361,440,675,729,638
PF3D7_0412200,16,38,17,19,19,19,25,37,41,120,132,125
PF3D7_1433500,3970,2344,3153,2632,2503,2864,46659,52532,66402,7026,7136,6839
PF3D7_0113400,12,15,9,32,35,47,70,52,76,391,412,281
PF3D7_1241000,0,0,1,3,1,3,0,1,0,5,5,3
PF3D7_1331100,993,646,842,763,708,830,9466,10782,12099,15056,16765,15677
PF3D7_0314000,136,110,143,66,90,89,1772,1799,2171,2757,2963,2657
PF3D7_0613500,419,332,374,202,187,215,1300,1445,1564,2528,2504,2245
PF3D7_1005700,1,0,1,0,2,1,292,397,403,455,420,430
PF3D7_1228800,2262,1591,2034,1448,1440,1817,20022,18918,23199,31191,32391,26990
PF3D7_0708200,14,8,17,13,20,31,61,45,77,287,304,248
PF3D7_0222100,113,74,123,36,35,37,6,1,3,6,5,4
PF3D7_0318600,971,663,891,813,851,805,2724,3506,3410,1286,1374,1096
PF3D7_1014500,96,54,83,100,114,100,100,159,207,320,318,274
PF3D7_0923700,3,1,2,8,3,3,58,69,63,494,509,366
PF3D7_1420600,629,522,646,316,362,299,457,556,604,1436,1464,1376
PF3D7_1226300,2365,1863,2202,2641,2568,3113,9292,10233,13427,15614,16577,14896
PF3D7_1357400,218,192,246,88,80,101,3667,3495,4124,4344,4611,3952
PF3D7_API02100,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1120600,104,106,113,66,52,96,781,764,896,4684,4521,3576
PF3D7_0203900,68,57,86,21,13,25,346,322,442,1360,1412,1097
PF3D7_1338500,2,4,0,0,3,2,26,38,50,206,216,174
PF3D7_0105700,21,15,31,15,29,13,2661,2539,2922,7183,7628,5976
PF3D7_0530300,12,7,14,19,17,15,2041,2551,2344,2476,2843,2647
PF3D7_1009000,274,171,224,108,172,145,198,243,315,602,538,480
PF3D7_1114400,27,21,31,10,15,5,109,123,128,432,373,346
PF3D7_0309000,575,354,510,343,370,317,653,728,862,1605,1582,1403
PF3D7_1313900,57,22,42,32,39,22,11,24,32,107,84,85
PF3D7_0729500,1210,757,1033,1036,1081,1304,2192,2245,2871,2565,2517,2222
PF3D7_1222400,77,71,74,54,41,58,1818,2024,2305,5421,5446,4511
PF3D7_0515200,1,0,1,0,2,0,48,69,70,178,188,176
PF3D7_0510100,55,46,74,68,53,42,6347,6469,7991,13452,15092,12120
PF3D7_1022400,15498,11683,13912,10756,9136,11936,3366,3104,3911,8574,8270,6931
PF3D7_1139600,24,15,15,59,91,73,17,15,22,96,87,78
PF3D7_0213700,288,148,178,160,114,196,104,99,151,630,579,518
PF3D7_1443300,447,284,354,185,243,269,332,333,393,1132,1036,1162
PF3D7_0308000,45,36,56,18,23,22,393,398,506,1608,1561,1324
PF3D7_0503300,4600,3499,4370,3044,3144,4434,3429,3157,4084,6118,5697,4546
PF3D7_1220600,45,23,35,32,40,25,100,95,160,403,431,357
PF3D7_1466200,320,135,212,290,285,377,2222,1888,2758,9554,9596,6853
PF3D7_1311400,808,613,751,608,598,597,1721,2042,2361,3458,3599,3090
PF3D7_1465700,18,13,14,7,4,11,20,26,23,111,100,94
PF3D7_0416700,86,40,66,43,49,59,481,495,590,681,693,647
PF3D7_0805800,0,0,0,1,0,0,11,14,10,67,65,74
PF3D7_0520200,395,225,392,230,237,214,479,588,661,1652,1677,1406
PF3D7_0924400,1680,1256,1567,1754,1592,1949,24963,23514,30183,17193,19367,17618
PF3D7_0516600,694,442,591,396,416,449,1435,1731,1619,2321,2386,2045
PF3D7_0215300,362,185,290,400,381,358,2085,2986,3796,2895,3287,2859
PF3D7_0305100,300,205,278,130,101,118,2135,1907,2374,5599,5413,4361
PF3D7_0314400,1187,885,1070,888,834,935,182,156,252,1010,1049,860
PF3D7_0729000,94,72,92,68,81,74,147,127,146,308,336,311
PF3D7_0518600,31,28,35,63,46,77,2838,2896,3620,6905,7335,5901
PF3D7_0800800,37,22,32,3,5,4,0,2,0,0,0,0
PF3D7_0813400,10040,7006,8856,7113,7009,7756,6947,8678,12552,8696,9040,8197
PF3D7_0414100,49,23,51,16,23,16,93,134,153,436,384,376
PF3D7_1332400,588,398,475,333,340,350,932,1348,1407,890,872,845
PF3D7_0114900,0,0,0,0,0,0,0,0,0,3,2,1
PF3D7_0209900,37,12,18,32,17,20,0,3,1,3,3,4
PF3D7_1467000,0,0,2,2,6,1,38,48,46,75,60,58
PF3D7_1462800,211887,156216,189392,312596,289720,336213,40430,40825,53145,162149,184818,165637
mal_rna_17,767,1058,904,1168,968,1191,7767,7370,8381,6682,8976,7659
PF3D7_0408400,5,4,4,0,5,2,142,184,220,845,859,764
PF3D7_0323600,185,130,176,127,144,103,257,357,391,1057,957,877
PF3D7_1452100,127,69,107,86,76,71,3,16,14,37,49,31
PF3D7_1001100,457,334,453,506,569,605,2755,3027,5851,5454,6046,4873
PF3D7_1206700,4781,3221,4264,3705,3777,4234,7292,6962,9109,19518,21503,18174
PF3D7_0208800,229,181,201,162,156,175,84,81,118,233,218,234
PF3D7_1342700,1089,958,1041,734,682,877,120,118,164,316,328,317
PF3D7_1146100,103,59,59,41,45,46,225,235,239,233,236,180
PF3D7_1218100,1,0,3,4,2,0,132,233,193,93,104,74
PF3D7_0418400,110,79,98,55,79,55,94,92,127,295,257,276
PF3D7_1255200,10,14,7,6,4,3,96,76,125,687,628,488
PF3D7_1107500,657,542,708,371,358,465,202,215,299,1061,968,803
PF3D7_1362600,3,4,3,8,7,8,146,160,168,201,211,200
PF3D7_0418500,44,23,32,17,20,27,230,206,235,355,360,329
PF3D7_0625100,0,0,0,0,0,2,21,30,28,76,78,76
PF3D7_1031500,1090,792,890,1080,1112,1281,1732,1817,2257,3923,4095,3411
PF3D7_1314300,29,21,31,26,18,25,269,272,345,1300,1148,1101
PF3D7_1448200,3,0,1,6,4,1,73,79,108,493,457,382
PF3D7_0726300,47,30,50,52,60,43,438,498,563,538,569,552
PF3D7_1457400,397,187,328,363,367,392,775,964,1044,1493,1428,1273
PF3D7_1345900,50,48,61,25,14,38,852,794,969,2211,2084,2028
PF3D7_0930600,577,413,535,489,498,579,572,645,660,1698,1561,1448
PF3D7_0613300,16,11,19,43,75,46,19692,21595,25833,34851,41623,33826
PF3D7_1306000,2,1,6,3,5,4,1043,1597,1698,1147,1229,1176
PF3D7_1423100,19,10,17,28,23,28,4674,4665,5398,3902,4499,4755
PF3D7_1144100,112,79,107,95,94,136,347,312,390,1159,1138,1040
PF3D7_0823700,205,143,157,100,123,86,47,61,88,237,326,260
PF3D7_0110100,237,238,236,172,153,156,283,241,337,1191,1147,941
PF3D7_0801700,1915,1334,1601,1254,1124,1184,1723,2100,2281,6666,7002,5596
PF3D7_0818600,137,82,117,152,147,156,3109,3824,3987,1415,1540,1457
PF3D7_1113200,219,179,187,159,155,145,445,582,546,317,323,436
PF3D7_0802100,19,8,19,45,41,35,11609,10417,12239,19541,21298,17831
PF3D7_0936500,175,119,137,230,208,212,33,25,55,72,84,89
PF3D7_0905700,549,431,538,336,322,322,908,1043,1144,1457,1532,1453
PF3D7_0617800,3103,2754,2963,4775,4634,5926,10519,9584,13062,49289,59532,50020
PF3D7_0603900,1,0,1,2,3,0,98,101,124,553,547,480
PF3D7_1339700,187,132,145,107,99,110,6816,7644,8124,8999,9102,7902
PF3D7_0522000,195,139,152,104,142,108,205,201,245,935,890,864
PF3D7_0815600,10932,8690,9883,9100,8605,9380,1809,2277,3041,4793,4702,4437
PF3D7_0206300,5966,3790,4884,10555,10157,11360,2999,3592,4885,8473,9009,6350
PF3D7_1015500,22,24,39,20,13,13,319,410,458,704,721,554
PF3D7_1476100,6,6,6,16,11,14,4,13,12,248,292,359
PF3D7_1133700,9888,6900,8193,24360,23955,30126,3047,4475,6816,11329,12868,9486
PF3D7_0410100,0,2,1,0,2,2,21,9,13,7,12,9
PF3D7_1434300,3386,2682,3232,2397,2108,2651,2098,2415,3074,6692,6907,5877
malmito_rna_LSUG,22,23,25,15,11,19,36,48,46,55,91,103
PF3D7_1454600,99,68,80,87,92,139,272,261,343,925,844,749
PF3D7_1367700,5089,3481,4510,3983,3527,4108,1972,2475,3219,5516,5344,4619
PF3D7_0622500,182,94,139,92,104,85,235,347,425,772,840,832
PF3D7_1040400,44,38,52,12,15,17,0,0,0,1,2,1
PF3D7_1460300,2413,1968,2208,1264,1364,1715,850,1007,1217,2644,2453,2753
PF3D7_1122900,17,4,15,7,4,5,106,111,124,449,406,330
PF3D7_1126800,32,22,28,73,88,109,113,98,134,843,752,755
malmito_rna_LSUC,0,1,1,0,0,0,22,20,17,38,51,28
PF3D7_1212800,68,41,65,123,102,142,2178,2187,2758,3694,3698,3436
PF3D7_1418000,1363,1029,1266,1256,1078,1239,2717,2455,3185,4870,5159,4353
PF3D7_1361100,3081,1924,2359,4535,4587,4793,14965,14877,19295,38551,44162,35190
PF3D7_0516100,18,6,26,17,3,17,254,376,326,1288,1222,1234
PF3D7_1234600,6,6,5,6,8,12,1114,1176,1369,2748,2714,2442
PF3D7_1461600,4247,3092,3870,3962,3836,4743,1920,2199,2886,4856,4827,4095
PF3D7_0921000,2228,1978,2101,1211,1113,1418,811,645,936,2650,2684,2369
PF3D7_1443500,158,121,146,62,46,59,262,349,384,887,920,748
PF3D7_0918300,1651,1023,1372,1064,1091,1375,1056,1260,1768,2854,2918,2390
PF3D7_0711100,73,59,58,115,124,94,304,381,397,471,527,480
PF3D7_0713700,250,128,228,207,161,169,836,911,1144,2530,2701,2437
PF3D7_1462900,114,77,83,128,154,96,26,65,88,269,215,218
PF3D7_0411400,304,205,276,133,106,145,119,130,203,556,650,566
PF3D7_0820200,995,583,781,730,784,656,2190,2600,2942,5194,5217,5035
PF3D7_1012000,414,277,316,280,236,281,6530,6210,7668,5946,7075,5853
PF3D7_API03000,0,0,0,0,0,0,2,0,0,1,0,0
PF3D7_1230500,176,113,140,123,122,101,61,129,189,245,315,225
PF3D7_1140400,40,38,27,139,113,172,16624,15003,18110,27058,34373,27906
PF3D7_0820300,2238,1863,2006,2094,2111,2207,3524,3317,4306,2377,2676,2412
PF3D7_1301000,0,0,0,0,0,0,0,0,0,0,1,0
PF3D7_0921700,99,76,115,72,64,101,1130,1263,1271,2622,2721,2488
PF3D7_1333800,1350,1127,1175,948,1007,973,1850,2255,2324,4616,5303,5649
PF3D7_1422500,3,0,1,0,1,3,780,883,1018,1397,1406,1463
PF3D7_0400700,28,20,19,2,3,6,3,1,3,12,13,10
PF3D7_0220700,164,95,121,159,210,146,486,486,948,646,753,579
PF3D7_1214900,404,315,379,149,139,179,1751,1710,2103,2478,2704,2262
PF3D7_0529100,73,52,56,18,36,45,56,71,87,315,251,300
PF3D7_0400300,109,57,100,22,17,11,0,5,11,25,30,20
PF3D7_0630700,109,64,121,77,74,70,242,359,431,163,168,157
PF3D7_0512700,530,427,494,271,307,298,190,191,225,904,838,756
PF3D7_1404800,4476,2824,3737,4708,4698,4898,8454,10427,16009,8759,9513,8875
PF3D7_1441300,20,16,36,24,23,19,1935,2723,2491,2817,2985,2877
PF3D7_1236200,107,78,93,182,217,245,5441,4587,6282,42769,42640,36350
PF3D7_1308400,647,427,532,387,312,336,4503,4896,5279,6592,6721,5827
PF3D7_1451000,454,288,405,344,337,375,239,276,344,849,941,830
PF3D7_1135100,1261,806,990,898,782,893,3396,3109,4292,3402,3758,3332
PF3D7_1033900,24,19,48,51,56,63,2009,1738,2375,3121,3240,2902
PF3D7_0514000,2,0,3,1,2,0,504,514,619,822,813,610
PF3D7_1038000,15114,13311,14112,12410,12122,13505,28512,31537,42870,45198,54755,43327
PF3D7_1371200,0,0,0,0,0,0,0,0,0,0,4,3
PF3D7_1405000,101,67,116,81,98,75,485,683,751,1106,1216,1028
PF3D7_0727400,4057,3343,3959,2871,2545,3062,3297,3269,3824,7648,7538,7921
PF3D7_0610200,1060,792,919,781,871,993,1220,1386,1530,3775,3819,3150
PF3D7_0728800,25,30,51,14,17,20,446,470,541,1409,1514,1360
PF3D7_0924700,824,623,687,745,773,758,1096,1068,1527,2242,2197,2056
PF3D7_0423800,18,16,14,6,5,9,5370,5263,6224,1013,915,889
PF3D7_0512450,1,0,2,0,0,0,0,1,2,6,7,11
PF3D7_0723200,0,0,1,0,3,1,70,72,82,220,212,196
PF3D7_1420000,3939,2673,3315,4078,3863,4368,1409,1552,2113,3923,4354,3348
PF3D7_1447000,43287,33329,39418,31029,27440,31663,5938,6564,8514,15070,15848,14880
PF3D7_1477800,12,15,8,17,18,11,2257,1473,2726,1255,1283,958
PF3D7_1468400,28,7,26,14,17,6,5101,5792,6466,1039,1261,1156
PF3D7_1354100,55,46,44,27,29,21,57,64,66,168,160,137
PF3D7_0714400,44,31,36,20,28,22,57,112,89,226,230,281
PF3D7_0827200,6,3,10,5,10,7,40,48,46,104,120,97
PF3D7_1435900,18,13,9,17,17,18,57,87,91,343,338,355
PF3D7_0612900,10222,7784,9578,8580,7989,9186,1113,1483,2025,3754,3890,3245
PF3D7_1014000,5,1,0,0,2,3,351,460,436,255,272,227
PF3D7_0618700,134,108,149,72,67,77,228,289,247,681,606,610
PF3D7_0904200,3,3,4,1,4,3,40,45,48,156,130,142
PF3D7_0600900,9,7,15,24,33,23,8,7,6,2,6,3
PF3D7_1029900,24,18,47,143,131,127,12319,11809,14708,16263,17976,16329
PF3D7_1218400,1695,1006,1301,1394,1400,1456,4497,4765,6205,7568,8009,6789
PF3D7_0418800,5,0,4,5,5,4,16,18,20,48,30,36
PF3D7_1251900,1,0,1,0,0,1,2,0,0,1,0,5
PF3D7_1447400,430,337,307,300,332,222,31,85,75,365,388,411
PF3D7_0424500,741,528,598,1259,1222,1302,3204,4314,5713,6141,6659,5742
PF3D7_1423900,16,10,18,10,10,9,0,0,0,0,0,2
PF3D7_1216200,5418,4285,5090,2852,2586,2867,6097,6405,7757,3220,3464,3060
PF3D7_0931000,442,262,392,312,283,222,307,424,403,1073,976,1010
PF3D7_0730900,5569,3388,4766,5288,5320,5769,7319,6276,12415,27410,32547,13710
PF3D7_1405400,93,94,93,49,54,53,305,306,351,1106,1195,962
PF3D7_1347300,67,39,36,30,23,21,59,82,91,308,289,291
PF3D7_0704700,150,122,125,163,149,135,581,673,667,961,904,1010
PF3D7_0815500,18,16,21,34,16,32,1596,1777,2018,2683,2549,2374
PF3D7_0905300,4,0,0,7,5,1,396,407,440,1042,956,721
PF3D7_0619200,2206,1459,1957,2395,2322,3344,2490,3389,3917,5615,5918,4924
PF3D7_0811200,1051,620,885,731,755,568,417,534,565,1218,1109,1195
PF3D7_1363900,158,161,147,279,206,199,146,241,189,460,472,531
PF3D7_0709800,5,7,4,10,15,14,340,324,374,652,680,588
PF3D7_0405600,322,211,232,165,180,141,273,350,423,1254,1147,1017
PF3D7_1015200,1803,1326,1657,1201,998,1053,543,593,795,2243,2086,1714
PF3D7_1036800,12,15,15,24,21,16,816,1047,1158,2362,2240,2079
PF3D7_0707000,0,0,1,4,1,2,1,0,0,0,0,0
PF3D7_1248100,216,150,182,137,165,144,341,416,463,841,926,743
PF3D7_1466100,9,1,5,3,6,5,558,523,787,1252,1296,1113
PF3D7_1309500,363,265,319,281,351,283,149,271,256,608,546,551
PF3D7_1415400,1228,857,1072,683,594,793,884,895,1039,3453,3457,2891
PF3D7_1037400,27,46,51,28,27,21,613,1017,1028,1322,1510,1546
PF3D7_1001800,103,84,92,173,173,150,2202,2737,3460,2091,2192,2003
PF3D7_1125100,4,7,6,4,6,5,370,480,472,1481,1413,1329
PF3D7_1109900,7106,6171,6955,4946,4847,5413,3033,3033,4688,7457,7167,7240
PF3D7_0926600,3,3,0,5,3,8,93,263,210,353,331,315
PF3D7_1219000,981,593,807,532,510,745,17312,16530,19728,29510,34009,25835
PF3D7_1150000,21,18,17,6,7,5,0,1,0,4,1,3
PF3D7_API04400,0,0,0,0,0,0,1,0,0,0,0,0
PF3D7_1350600,3,1,1,11,13,15,42,53,57,2208,2668,2190
PF3D7_0424800,31,49,19,50,65,76,523,776,1158,181,190,236
PF3D7_0622100,94,56,77,54,36,42,190,269,311,878,856,774
