Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
PF3D7_1146600,208,182,237,105,112,103,16282,17944,19682,7721,8974,8212
PF3D7_0316300,129,112,155,69,113,124,9264,9985,11382,13477,13820,13573
PF3D7_1368100,774,610,739,489,404,538,2033,2011,2470,4223,4349,3845
PF3D7_1467600,718,406,593,2579,2200,4049,3263,2773,3817,21975,23392,17367
PF3D7_1432600,118,84,108,86,70,85,169,246,255,717,685,655
PF3D7_1102700,10421,6942,8797,5533,5720,6259,32379,42085,56303,1399,1464,1443
PF3D7_1111200,344,236,336,254,256,299,209,191,239,1063,978,832
PF3D7_1316400,1,0,0,3,0,1,12,22,22,126,104,72
PF3D7_0714000,4872,4112,4630,4126,3964,4634,49116,43515,56009,29699,34735,32039
PF3D7_0816900,0,0,0,1,0,0,4,7,6,58,57,45
PF3D7_1343100,8,2,4,8,9,8,3987,4252,4939,6574,7158,6290
PF3D7_0932600,14,11,18,6,2,6,102,100,102,256,189,211
PF3D7_0307100,3106,1922,2600,1584,1593,1810,2304,2666,3439,6667,7329,6563
PF3D7_0111600,230,187,215,151,162,134,49,39,54,125,114,113
PF3D7_0900900,4,0,5,1,1,0,0,0,0,0,0,0
PF3D7_0924200,179,136,181,119,117,108,279,347,433,707,688,645
PF3D7_0405300,26,12,14,34,32,52,63,63,37,236,187,173
PF3D7_1401600,3769,2532,3198,5570,5255,6436,39962,31845,44436,107682,121786,97594
PF3D7_0614900,10,13,23,8,1,8,2425,2834,3428,2932,3102,2717
PF3D7_1340900,3205,1894,2289,1757,1505,1764,6672,5838,9046,5640,6454,4899
PF3D7_0209700,3758,2814,3175,2859,2975,2884,3372,4315,4522,5525,5819,5600
PF3D7_1227900,428,252,355,255,224,215,51,71,87,173,153,148
PF3D7_1031200,13,22,5,35,21,32,3721,3479,4279,5779,7738,5616
PF3D7_1030400,65,30,41,45,42,54,135,255,178,171,191,284
PF3D7_0108800,225,175,207,142,135,151,628,555,725,1334,1266,1004
PF3D7_1401700,4,1,7,12,14,10,34,71,31,108,108,133
PF3D7_1476600,23,10,18,12,12,20,978,821,1050,3407,3489,2759
PF3D7_0415400,358,276,284,297,314,330,1535,1822,1982,1844,1845,1936
PF3D7_0626000,1647,999,1251,925,1050,831,422,543,609,1167,1211,1155
PF3D7_1253300,1048,705,934,1822,2029,2195,834,1538,2072,386,473,417
PF3D7_0106400,682,482,641,426,500,469,224,313,421,924,872,813
PF3D7_0603000,234,154,242,289,328,290,1115,1449,1649,2668,3294,2715
PF3D7_0610900,2915,2092,2399,2803,2811,2973,3640,4238,5515,5715,5727,4876
PF3D7_1105000,6025,4930,5452,7351,6580,7778,10561,9217,12526,23685,27963,22761
PF3D7_1338600,70,55,76,29,47,31,8586,10877,10383,6222,6262,5104
PF3D7_0722300,1722,1096,1509,1045,947,1205,1447,1659,2004,2255,2238,1913
PF3D7_1410200,6480,4558,6016,4335,4015,4671,1587,1950,2533,2811,2801,2283
PF3D7_0525800,61,57,44,11,18,17,59752,56853,73972,7867,9811,8598
PF3D7_0606300,0,0,0,1,0,1,7,4,3,5,7,4
PF3D7_1026200,40,20,39,10,16,9,119,114,126,662,711,574
PF3D7_1200700,3917,2549,3182,5492,5512,6266,25772,32554,50622,34075,36726,32881
PF3D7_1347900,11,8,27,8,9,12,542,529,582,1778,1775,1571
PF3D7_0200500,3,2,2,0,2,0,0,0,0,0,0,0
PF3D7_1317800,31255,25034,29344,19325,19963,21576,4449,4620,6088,9417,9379,9502
PF3D7_1010500,11,8,16,5,3,6,73,103,103,239,216,240
PF3D7_1243800,1115,865,963,854,872,878,145,183,218,763,744,684
PF3D7_1301400,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0526300,330,253,287,240,256,266,653,609,871,1163,1169,935
PF3D7_0821000,14,19,18,11,22,14,2361,2106,2534,2633,2756,2580
PF3D7_0732400,45,49,63,30,19,21,0,0,0,3,2,0
PF3D7_0803600,534,330,407,474,430,450,10012,9451,12150,9712,11178,8874
PF3D7_1338800,10,15,22,4,6,11,175,173,219,751,756,584
PF3D7_1203500,1025,637,860,1409,1445,1585,884,972,1346,2192,2157,2006
PF3D7_1029800,82,82,74,73,79,107,1263,1361,1370,2482,2635,2588
PF3D7_0419100,8,11,21,5,9,4,61,65,70,405,347,368
PF3D7_1147000,1,1,4,38,24,32,345,535,443,670,729,638
PF3D7_0401100,0,0,0,0,0,0,0,0,0,0,0,0
mal_rna_19,17,21,11,14,7,17,222,152,125,162,178,254
PF3D7_1448700,159,113,139,76,88,90,137,152,199,351,314,309
PF3D7_1445300,108,37,119,102,98,111,257,285,312,1244,1188,1043
PF3D7_0213600,13,10,18,17,18,15,158,177,245,1362,1259,978
PF3D7_1454400,5476,3984,5092,3426,3124,3269,3927,4852,6022,5995,5894,5232
PF3D7_0717300,1316,880,1114,704,614,667,2797,3090,3415,1327,1331,1400
PF3D7_0609400,472,384,476,337,268,332,329,351,412,1318,1284,940
PF3D7_0509100,133,120,143,105,101,119,6580,7041,8329,9346,10170,7842
PF3D7_1030200,234,195,211,269,250,264,24679,22304,28336,11557,14255,12654
PF3D7_1470500,14,14,16,18,22,30,297,365,375,1272,1096,1092
PF3D7_1217100,45,35,36,66,61,59,114,105,156,483,486,407
PF3D7_0717600,15,10,13,5,16,10,4369,4869,5197,5034,5180,5068
PF3D7_1312300,2,2,0,0,2,1,184,166,244,931,929,771
PF3D7_0701600,1176,1034,1202,277,290,299,1,3,3,2,4,0
PF3D7_1463500,56,38,36,151,167,156,1183,1474,1848,6967,7234,7215
PF3D7_0414000,92,45,77,31,53,40,2588,2570,3250,8115,7650,6602
PF3D7_1212000,142,93,145,141,186,188,762,977,1116,2761,2887,2605
PF3D7_1404900,2867,1988,2425,2236,2479,2374,11624,14425,19964,16579,17207,16943
PF3D7_0316900,558,341,489,364,413,306,4593,6282,8010,1713,1863,1681
PF3D7_1115000,65,74,72,21,21,36,680,706,860,1394,1603,1395
PF3D7_0501900,72,56,60,70,78,76,169,275,304,527,525,482
PF3D7_0610000,10,10,16,7,15,8,523,526,643,1383,1396,1187
PF3D7_1131500,0,1,3,8,8,20,69,63,81,2835,3291,2970
PF3D7_1122400,323,246,308,339,334,342,819,807,1080,2385,2060,1872
PF3D7_1115300,1441,992,1344,967,970,1014,947,985,1266,320,395,328
PF3D7_0811300,15620,10611,13293,19311,19429,19994,40503,44097,60562,75417,84752,76275
PF3D7_1025500,29,14,22,17,16,18,653,683,791,2833,2695,2114
PF3D7_1458600,651,402,580,683,694,587,938,1249,1425,2048,1977,1712
PF3D7_1456700,384,213,313,312,329,356,698,739,896,1589,1690,1466
PF3D7_0529300,17,9,10,2,4,1,170,168,215,515,528,482
PF3D7_0526400,8,10,6,11,14,10,292,427,503,403,388,414
PF3D7_0604000,9,9,9,1,14,1,104,109,127,548,454,455
PF3D7_1305900,373,284,369,168,187,144,993,1455,1459,2165,2147,2147
PF3D7_1426400,1,0,1,0,0,3,67,68,84,204,168,131
PF3D7_1141000,7,2,6,6,3,5,21,25,26,163,174,112
PF3D7_1433800,14,10,11,4,5,9,1272,1630,1928,2584,2490,2052
PF3D7_0303800,44,31,48,12,23,18,801,889,1067,1634,1809,1443
PF3D7_1472600,3,15,18,7,15,16,5783,5649,6672,4797,5488,4982
PF3D7_0525300,0,1,0,0,0,0,189,334,421,89,103,85
PF3D7_API01700,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1401500,487,412,432,415,398,456,81,57,125,1083,1135,572
PF3D7_0702200,1400,897,1092,916,811,801,8292,8037,11486,1088,1156,950
PF3D7_0830500,9038,7257,8683,12231,11977,15692,27942,28985,49438,15321,17174,12796
PF3D7_0502300,1,0,0,0,0,2,26,34,43,109,108,82
PF3D7_1425800,25,13,26,34,17,25,1651,1889,2182,2615,2844,2331
PF3D7_1120200,153,112,144,142,134,142,1986,1732,2096,2043,2255,2157
PF3D7_0727200,2005,1503,1901,2143,2124,2539,474,479,667,1517,1367,1209
PF3D7_1425000,4,1,7,4,6,5,0,0,0,0,0,1
PF3D7_1445800,7,4,14,9,9,10,84,156,173,411,390,340
PF3D7_1405300,48,17,53,37,30,34,314,467,504,584,563,547
PF3D7_1116200,150,104,114,130,125,155,16,28,25,74,64,64
PF3D7_1119700,20,13,14,10,16,14,606,977,1085,351,403,423
PF3D7_1471600,1,2,2,0,1,0,111,107,117,557,528,432
PF3D7_0519500,1617,1171,1477,775,720,893,1761,1716,2034,5023,5019,3827
PF3D7_1126100,40,23,46,10,25,23,452,473,529,904,893,838
PF3D7_1101400,1,0,3,2,2,3,0,0,0,1,1,2
PF3D7_API03900,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1431900,2,4,3,5,4,4,588,915,795,701,790,849
PF3D7_1234200,127,95,131,74,112,82,2292,2359,2935,5131,5172,4356
PF3D7_1104300,45,53,68,66,75,62,656,735,832,1974,1876,1724
PF3D7_1337800,40,17,32,31,42,26,9295,10675,13713,1804,1915,2100
PF3D7_1440200,37,31,40,18,16,18,144,189,238,616,631,512
PF3D7_1119000,209,165,233,97,88,99,1345,1395,1624,2955,2984,2749
PF3D7_1440300,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1361500,33,32,35,19,22,26,21099,17440,25280,6159,7059,5216
PF3D7_0513200,2097,1438,1718,1365,1493,1475,4703,5065,5786,7255,7785,7079
PF3D7_0109800,1101,896,956,877,822,888,482,573,744,1493,1514,1321
PF3D7_1120100,40765,31361,34758,33192,29882,36424,4539,4389,5369,13335,13789,12806
PF3D7_0604500,9177,5431,7460,7485,7297,6992,34235,42892,57586,46632,50091,39113
PF3D7_1231200,15,16,16,3,0,1,5252,6050,7555,310,300,238
PF3D7_1225900,32,37,35,20,22,23,96,212,224,459,471,467
PF3D7_1235900,2521,1774,2265,2120,2203,2443,1480,1517,1948,3227,3237,3026
PF3D7_1333000,1321,1027,1198,766,711,871,497,453,617,2207,2306,1853
PF3D7_0914000,191,111,200,101,78,80,305,432,450,388,401,313
PF3D7_1016400,4508,2780,3881,1924,1991,1900,1046,1311,1862,1697,1691,1439
PF3D7_0108400,181,132,206,120,149,155,510,739,889,1183,1157,1217
PF3D7_0817700,68,34,54,95,108,105,36545,34936,40614,42270,47757,42820
PF3D7_0607300,1,0,4,2,5,2,143,125,147,1149,1009,805
PF3D7_0111500,114,116,151,65,94,90,6213,5327,6930,6000,6599,5829
PF3D7_0101500,5,2,11,4,2,3,94,57,58,124,134,133
PF3D7_1103300,0,1,0,0,0,1,0,0,3,1,0,1
PF3D7_1348400,80,48,78,23,25,44,629,811,909,2482,2473,2226
PF3D7_1243300,1,0,0,4,2,0,78,172,86,99,86,82
PF3D7_1228000,7,5,7,8,11,6,131,158,157,442,434,434
PF3D7_1314700,227,169,289,154,151,156,859,861,1041,3872,3700,2973
PF3D7_1139800,184,118,134,105,135,98,407,581,611,985,1041,932
PF3D7_0701300,0,0,1,1,0,0,1,0,0,1,1,1
PF3D7_1403800,40,21,33,26,13,32,782,748,808,1773,1598,1517
PF3D7_0520300,310,208,251,201,242,204,190,233,266,805,802,689
PF3D7_1227100,1065,777,1007,696,724,777,1007,1002,1208,4191,4084,3422
PF3D7_0404900,359,260,259,208,211,254,11584,13923,15529,6842,7617,7700
PF3D7_1415000,2,1,2,2,0,2,416,437,484,1264,1136,1082
PF3D7_1113800,42,20,29,46,51,38,626,616,612,922,910,894
PF3D7_0505000,861,543,638,602,557,680,241,242,306,1089,984,835
PF3D7_1324700,695,508,627,731,632,825,2070,1870,2270,4100,4493,4237
PF3D7_0506700,700,476,561,383,311,441,1266,1351,1487,1983,2112,1873
PF3D7_0104800,1,2,0,0,0,0,1257,1500,1791,344,378,346
PF3D7_1123000,2210,1371,1938,1920,2125,2129,9007,10155,11419,15369,16931,16064
PF3D7_1308500,16,13,19,6,10,5,312,409,477,618,579,535
PF3D7_1368800,15,4,17,25,26,29,819,882,1105,1805,1846,1575
PF3D7_0616700,69,44,59,38,45,29,159,157,145,615,572,528
PF3D7_1367000,829,561,825,554,514,797,1591,1464,1699,4206,3962,4076
PF3D7_0915800,0,2,2,0,0,1,182,217,286,455,401,373
PF3D7_0915000,21,19,15,49,37,44,3086,3530,4105,6908,7698,6687
PF3D7_0911900,6792,4903,5914,9352,8948,9412,11136,11949,16540,26279,29376,26322
PF3D7_1425300,34,27,41,23,28,21,4796,5860,6257,3014,2899,2906
PF3D7_1222500,290,194,259,468,433,513,1353,1155,1781,2555,2727,2074
PF3D7_1026100,110,72,53,92,117,94,76,111,89,629,539,665
PF3D7_1354700,3,0,0,0,1,2,18,24,24,52,48,62
PF3D7_1222200,4,4,6,6,2,3,0,0,1,1,1,0
PF3D7_1412100,125,98,126,45,36,54,1642,2072,2011,2372,2486,2332
PF3D7_1401900,34,18,21,9,10,8,2433,2851,3170,634,630,598
PF3D7_1101000,0,0,0,0,0,0,0,2,4,13,9,8
PF3D7_0523700,47,25,49,34,39,27,62,105,89,310,291,252
PF3D7_1023500,0,5,0,0,2,0,1,5,4,2,10,5
PF3D7_1024900,44,31,46,22,20,23,285,336,368,889,948,890
PF3D7_1400900,1,0,1,0,0,0,0,0,1,0,0,2
PF3D7_1130000,516,321,415,474,430,625,454,536,655,1261,1393,1085
PF3D7_0705800,14,14,14,12,22,27,59,75,59,417,379,376
PF3D7_0517800,3,1,2,1,0,1,30,22,54,234,176,178
PF3D7_1433300,269,226,226,139,107,144,1634,1685,2096,2096,2320,2168
PF3D7_1361000,800,510,740,628,654,630,194,283,303,770,801,796
PF3D7_0831500,3007,2097,2994,1637,1855,1442,5718,7977,10692,590,629,715
PF3D7_1351300,2,7,3,3,4,3,4,1,6,13,15,13
PF3D7_0725200,458,263,371,309,346,284,1029,1244,1536,2852,3128,2673
PF3D7_0802000,15768,11396,14451,6818,6390,7195,6276,7194,8180,17097,18636,16220
PF3D7_0222500,3,3,1,1,0,1,0,0,0,0,1,0
PF3D7_0318900,1507,1091,1480,1019,1076,1192,1802,1963,2372,4191,4123,3715
PF3D7_1435100,3,0,3,3,3,2,145,173,190,407,396,380
PF3D7_1351900,464,407,424,274,356,316,1079,1495,1478,2890,2967,2766
PF3D7_1452800,30,10,36,16,16,17,80,96,93,372,347,315
PF3D7_0406700,1,1,2,5,3,1,1170,1342,1559,3231,3056,2775
PF3D7_1307500,3,2,12,2,0,1,2495,2849,4231,464,327,376
PF3D7_1037300,12978,8942,11003,8844,8068,10045,1539,1729,2293,5834,5730,5402
PF3D7_1118400,99,72,77,59,79,74,2222,2545,2825,5280,5735,5605
PF3D7_1348500,7,19,20,12,8,8,735,758,1062,1941,1880,1595
PF3D7_1024100,11,7,13,1,1,4,350,324,449,951,1019,698
PF3D7_1007100,0,1,1,0,0,1,54,76,98,223,192,223
PF3D7_0300700,4,0,1,0,0,0,0,0,0,0,1,0
PF3D7_1006400,23,24,12,9,7,18,105,111,108,372,362,373
PF3D7_0808400,148,125,96,193,191,139,644,738,668,995,1073,1022
PF3D7_1014700,764,576,815,336,301,439,391,346,385,1877,1804,1736
PF3D7_1307600,317,179,259,147,144,142,2574,2855,2857,2757,2794,2632
PF3D7_0531700,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1344300,116,70,125,78,68,81,11497,12202,14823,12047,14248,11482
PF3D7_0924900,1,2,1,1,6,1,16,26,18,78,65,37
PF3D7_0324500,0,0,2,1,0,0,0,0,0,1,0,0
PF3D7_0821500,301,213,235,175,221,185,139,224,338,290,265,232
PF3D7_0921500,3,0,2,0,0,2,5,4,4,29,27,20
PF3D7_1007700,15236,12521,15951,6347,5939,7274,10410,9057,12326,29304,32831,28997
PF3D7_1336800,2661,2026,2519,1831,1814,2056,375,501,645,1967,1867,1509
PF3D7_0529800,146,113,154,90,98,107,5069,4787,6006,9484,9749,7864
PF3D7_1366100,86,55,74,49,50,61,2570,2234,2704,455,520,436
PF3D7_1310100,12,10,9,0,3,0,16,51,33,131,120,118
PF3D7_0805300,6,7,18,4,4,1,3937,7552,7772,116,98,69
PF3D7_1117400,56,33,68,185,176,216,6877,6186,8101,15822,19906,14440
PF3D7_1437500,36,21,16,36,21,20,367,394,505,621,632,657
PF3D7_1312100,5,1,2,5,5,3,1814,2488,2566,2821,2873,2621
PF3D7_0801300,12,10,8,2,2,5,119,55,222,66,95,35
PF3D7_1000600,976,925,981,170,180,127,36,24,39,73,60,47
PF3D7_0617900,7974,6421,6731,8153,7153,8402,26380,25407,32821,33538,37164,33711
PF3D7_1350800,0,0,0,0,1,0,25,61,48,138,106,104
PF3D7_1324300,96,67,81,121,118,144,533,773,793,2304,2054,1907
PF3D7_1248600,225,158,221,263,252,246,649,798,882,1964,1959,1890
PF3D7_1108200,77,63,55,40,74,76,383,446,518,1064,1114,948
PF3D7_API05500,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0808100,308,187,285,229,195,208,531,456,572,1042,1012,823
PF3D7_0715000,789,576,693,526,493,501,200,309,331,934,981,920
PF3D7_1354400,2441,1703,2157,1199,864,1053,3943,3677,4770,3361,3665,3166
PF3D7_0724900,7,16,11,0,1,1,2293,2739,3215,192,185,135
PF3D7_0217300,127,107,91,82,77,77,1037,1319,1490,997,966,1151
PF3D7_0722000,464,359,367,193,242,213,928,1441,1715,1668,1705,1524
PF3D7_1334700,289,177,198,437,430,304,815,1284,1904,849,894,718
PF3D7_1322500,8,4,7,12,15,21,7107,7788,8634,9775,10052,9646
PF3D7_0412100,46,22,36,25,27,47,259,256,308,1196,1166,1064
PF3D7_1464600,4594,3251,4435,3240,3200,3401,44961,44793,68283,11622,11933,9541
PF3D7_1040700,5,6,7,2,1,1,2,2,2,3,5,2
PF3D7_0927200,3,4,7,8,13,13,1205,1482,1908,1197,1333,982
PF3D7_1420500,2,6,1,0,0,2,31,36,38,156,178,155
PF3D7_1135000,0,1,5,5,2,4,22,61,89,229,209,179
PF3D7_0917800,100,61,72,66,78,66,117,110,142,130,118,121
PF3D7_0901700,148,112,145,34,36,37,366,453,506,641,583,571
PF3D7_0111900,132,114,141,79,92,65,645,608,712,1335,1189,1302
PF3D7_0300100,3211,2162,2661,6705,6516,6474,3530,2693,4094,4245,4849,3085
PF3D7_0223100,7970,7082,9175,1765,1501,1812,0,0,1,3,5,4
PF3D7_0821800,6129,5325,5579,3733,3460,3415,2549,2681,3103,5784,6353,5994
PF3D7_0804800,325,225,278,326,346,328,374,569,701,1421,1476,1510
PF3D7_1034800,9,10,21,10,5,15,369,385,398,1018,951,927
PF3D7_1407900,2744,1416,2209,3089,3119,3086,6595,8698,15121,3430,3715,3070
PF3D7_1254200,93,65,93,24,15,22,0,0,1,6,9,14
PF3D7_0218100,3,11,0,2,4,4,187,514,492,422,473,485
PF3D7_1428700,335,219,278,170,151,182,395,405,456,663,711,595
PF3D7_1462000,1,0,0,0,0,0,0,0,0,1,4,4
PF3D7_0826100,5835,3288,4277,4789,4219,4762,7665,8509,10975,44745,46138,37670
PF3D7_API03600,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1222000,3,6,4,5,7,9,61,65,70,320,326,270
PF3D7_0807600,4872,3185,4058,4017,3906,5304,6125,6840,8014,12411,12612,10649
PF3D7_1023600,5,10,3,17,20,21,104,103,116,414,440,319
PF3D7_1141600,41,22,24,18,15,33,90,105,144,257,234,234
PF3D7_0520900,9468,6819,8564,8543,7453,9967,13274,15599,17249,17116,19090,18648
PF3D7_1104600,2,1,3,0,3,0,72,45,91,367,316,243
PF3D7_1469400,294,218,265,154,145,121,133,190,260,606,705,640
PF3D7_1400800,6,4,1,4,0,0,0,0,0,0,0,0
PF3D7_0712900,1580,1024,1219,2634,2357,2556,27,21,28,213,165,137
PF3D7_0724100,3907,3221,3369,3080,2615,3554,3312,3155,4119,7384,7486,5683
PF3D7_0804100,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1215300,1630,1598,1893,831,814,987,265,197,278,1073,999,1046
PF3D7_0105600,220,194,219,174,154,196,224,217,253,534,529,369
PF3D7_API05000,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1010800,47,40,41,25,36,40,162,161,209,770,685,604
PF3D7_1417000,0,2,1,0,0,0,60,78,70,194,157,160
PF3D7_0419900,3527,1878,2613,2887,2626,2594,16936,17023,21067,26907,29765,24130
PF3D7_1350900,87,63,106,275,313,318,94,97,113,1023,1117,949
PF3D7_1347500,25058,18333,22242,29252,27867,33520,19727,24338,33267,56408,63983,62664
PF3D7_0815200,1970,1194,1701,1599,1458,1577,2386,2930,3671,8907,9615,8566
PF3D7_1321400,121,105,106,95,93,71,1326,1130,1965,378,357,325
PF3D7_1438800,5,0,4,8,2,8,421,449,551,849,840,576
PF3D7_0602200,1242,1150,1255,918,862,1038,309,296,376,1463,1460,1201
PF3D7_1332900,4150,2847,3616,3169,3273,3173,1696,1893,2323,7076,6767,6165
PF3D7_1343300,400,288,428,232,238,324,5948,5298,7072,9764,9908,8171
PF3D7_0922300,6,6,1,10,3,7,198,203,289,270,260,223
PF3D7_1007800,64,52,66,88,76,58,152,217,207,671,650,628
PF3D7_1417300,7,2,15,12,12,5,2346,2781,3347,2834,3005,2482
PF3D7_1106400,4,1,4,1,1,1,159,206,218,261,287,277
PF3D7_1025100,484,383,463,767,709,821,4281,4521,5677,8465,9117,8975
PF3D7_1442700,6,2,14,11,7,10,1276,1659,1724,3826,3833,3204
PF3D7_0609600,0,0,0,0,0,1,70,80,99,226,248,173
PF3D7_1027800,56744,41835,51167,37076,32715,41953,9035,9630,11984,23412,23410,23784
PF3D7_1040900,100,78,114,18,22,15,0,0,2,0,0,2
PF3D7_1455600,8,0,6,5,8,10,4983,5408,6185,10619,12515,9783
PF3D7_0114300,17,6,21,7,9,8,2,2,0,12,4,10
PF3D7_1357500,244,182,226,192,183,190,4000,4480,5478,6261,7068,6038
PF3D7_0832250,27,15,32,15,12,13,0,1,0,0,0,1
PF3D7_0721900,229,147,165,147,144,166,1434,1345,1824,1763,1888,1670
PF3D7_0825600,3,4,3,3,5,2,91,106,121,637,572,500
PF3D7_0915100,2459,2376,2336,2655,2470,2768,643,634,801,2276,2317,2085
PF3D7_1212300,25,17,21,9,20,12,442,480,595,1945,1844,1506
PF3D7_0702100,619,384,618,911,898,1216,10647,14609,17575,8589,10568,9592
PF3D7_0719000,121,113,131,101,120,107,121,203,247,858,749,708
PF3D7_1131100,143,141,121,83,55,67,695,692,723,906,906,801
PF3D7_0907200,653,382,466,666,719,642,3538,3516,4076,8004,8718,8337
PF3D7_0917500,17,17,15,11,21,18,2074,2228,2576,4970,4482,4409
PF3D7_0616400,94,41,60,51,49,62,252,296,288,613,632,603
PF3D7_0922500,16660,12580,15172,16819,15653,17924,3214,3136,4094,10895,11356,10601
PF3D7_0808300,833,570,685,1832,1743,1624,7574,7876,10173,8736,10083,8036
PF3D7_1353800,387,207,305,251,209,312,1472,1368,1686,3786,3735,3598
PF3D7_1325600,3,4,4,1,2,3,368,529,630,719,758,712
PF3D7_0729400,4502,3533,4171,3539,3178,3675,519,604,951,1163,1369,1074
PF3D7_1339900,72,37,63,40,37,46,388,412,465,1087,1061,996
PF3D7_0529600,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0313800,41,29,40,14,19,13,604,677,824,1930,1786,1713
PF3D7_1149300,9,3,4,8,7,4,308,438,591,9,7,4
PF3D7_1252300,17201,12099,14541,11273,10248,12099,880,751,1438,1763,1902,1324
PF3D7_0936400,512,317,478,903,1008,1012,413,368,645,1539,1419,1226
PF3D7_API01000,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1413000,0,0,0,0,0,0,4,7,7,49,51,40
PF3D7_0104300,9043,6022,7610,9406,8546,9565,71430,83733,109230,21334,22988,21764
PF3D7_0819000,1681,1220,1575,1298,1359,1422,1773,2306,3169,3768,3641,3164
PF3D7_1038600,6,11,8,15,15,24,203,237,261,958,969,935
PF3D7_1200800,291,138,229,275,307,285,1063,1375,2162,731,662,587
PF3D7_0507000,10,1,12,4,7,7,25,22,32,102,94,103
PF3D7_1347600,2,6,4,11,12,12,228,221,230,637,652,652
PF3D7_1025200,0,4,1,0,1,4,966,804,1039,1305,1442,1287
PF3D7_1408800,0,3,1,0,0,2,4,14,8,23,25,20
PF3D7_1347000,5,3,4,2,3,4,174,197,187,480,460,422
PF3D7_0627000,1,5,3,7,10,10,26,31,33,121,124,135
PF3D7_0720000,858,627,730,512,469,510,267,383,374,778,830,748
PF3D7_0723700,600,519,573,305,241,323,276,299,395,1292,1310,1019
PF3D7_0932700,56,25,42,30,20,25,141,121,159,519,514,388
PF3D7_1219300,184,113,137,307,316,313,16,24,29,125,159,76
PF3D7_0626800,49619,34750,42758,40435,36499,44234,17128,17411,22714,39697,40160,37462
PF3D7_0618000,25,15,25,39,65,64,38931,34409,42300,49282,59489,46647
PF3D7_1026500,5,2,4,2,5,3,1046,1039,1347,310,351,316
PF3D7_0212900,13,8,20,11,15,10,9032,9415,11229,8791,10157,9042
PF3D7_0623600,3451,2532,3195,4272,3794,4624,1933,1906,2684,5179,5375,4241
PF3D7_0512600,1711,1333,1433,1958,1837,2092,4296,3693,4732,10779,11960,10514
PF3D7_0104400,241,225,306,137,122,169,2077,2298,2673,3759,4011,3533
PF3D7_0209200,448,277,359,296,280,293,578,644,745,2205,2045,1978
PF3D7_1402300,1516,1075,1318,858,968,879,2964,3400,3867,4933,4867,4454
PF3D7_0618100,28,26,36,15,13,7,545,837,811,889,1005,983
PF3D7_0425700,123,90,90,116,104,122,1,1,1,2,3,4
PF3D7_1223400,16007,11195,14071,15591,14819,16716,35907,36155,49223,29035,32182,26009
PF3D7_0425100,57,43,49,157,175,141,31,70,95,43,54,56
PF3D7_0715700,3,3,2,1,2,0,85,114,132,353,348,304
PF3D7_1135300,105,36,70,69,60,35,33,53,73,77,115,81
PF3D7_1003700,92,59,77,105,97,119,903,842,1111,5014,4817,4101
PF3D7_1251200,301,348,343,115,130,173,129660,112673,152539,16772,20686,19974
PF3D7_1449000,2,3,3,7,2,3,229,218,236,572,594,478
PF3D7_1345700,1483,1022,1357,1142,963,1221,2516,2356,3005,6881,7013,6596
PF3D7_0920200,28,17,13,8,11,8,1469,1579,1888,4041,4049,3772
PF3D7_0928500,167,123,146,119,115,113,124,118,108,390,389,340
PF3D7_0606000,4026,2847,3355,4882,4650,5430,10220,13063,15950,16726,19906,16192
PF3D7_1303300,135,65,113,90,80,91,31,61,86,213,236,221
PF3D7_1356800,28,26,33,33,36,21,23780,27424,30381,29985,32978,29381
PF3D7_1124700,1330,1035,1201,695,651,836,361,396,438,1116,1075,1033
PF3D7_1235700,87,76,91,64,54,74,2016,2007,2361,8493,8457,8494
PF3D7_1121100,822,591,704,1603,1646,1759,6190,7991,8491,11304,12503,10871
PF3D7_1040500,115,98,112,15,22,14,2,1,1,3,10,1
PF3D7_0220600,1210,808,925,553,640,643,370,358,487,1205,1171,946
PF3D7_1029700,0,0,0,0,1,2,28,48,53,67,78,59
PF3D7_0933800,0,3,1,4,1,5,102,128,148,480,416,391
PF3D7_0827500,9,11,18,17,10,8,721,805,941,1473,1341,1321
PF3D7_1001000,665,488,665,222,257,203,69,77,84,54,52,43
PF3D7_1023400,15,12,31,12,7,12,546,660,843,1427,1467,1233
PF3D7_1303600,18,29,14,30,23,22,611,797,964,1782,2000,2031
PF3D7_1031000,2,5,5,2,2,4,32,32,21,74,98,76
PF3D7_0527900,2344,1670,2037,1892,1613,2087,1007,1072,1513,2857,2799,2141
